customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3418,0,0,0,0,12,1,0,0,0,2,0,0,0,0,0,1,2,49.4,3603,0
1944,1,0,1,0,53,1,0,1,0,2,0,0,2,2,1,1,0,94.25,2962,1
4573,0,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,25.0,659,0
3419,1,0,1,1,18,0,1,0,0,0,0,0,0,0,0,0,1,25.55,2855,0
3200,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.9,4138,1
3066,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.15,1133,0
3,0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,3401,0
2772,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.25,4330,1
4184,1,0,1,0,56,1,2,1,2,2,2,0,0,0,1,1,2,93.15,3175,0
4923,1,0,1,1,17,1,0,1,0,0,0,0,0,0,0,1,2,69.0,205,1
681,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,4143,1
2117,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,3158,0
3512,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,20.2,538,0
4941,1,0,0,0,19,1,2,1,0,0,0,0,0,2,0,1,0,86.0,696,1
4954,0,0,1,1,3,1,0,1,0,0,0,0,0,2,0,1,2,80.3,1575,1
21,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,133,0
384,1,0,1,0,62,1,2,2,1,1,1,1,1,1,1,1,1,23.75,600,0
4028,1,0,0,0,24,1,2,1,0,2,0,0,2,0,0,1,1,90.55,1410,1
1118,0,0,1,1,62,1,2,0,0,0,0,0,2,2,0,1,1,70.45,2643,0
426,1,0,0,0,17,1,2,0,2,0,0,0,0,2,0,0,0,65.75,156,0
1490,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,1103,0
4575,1,0,1,1,64,1,0,0,2,0,2,2,2,0,2,0,3,69.25,2721,0
782,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,75.9,568,1
1556,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,2766,1
3303,0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,4362,1
3590,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.65,1007,0
4280,1,0,0,0,30,1,2,1,2,2,2,0,0,0,1,0,0,90.4,1785,0
982,0,0,1,0,49,1,2,1,2,0,0,0,2,2,0,1,3,100.85,2947,0
4565,1,0,1,0,61,1,2,0,2,0,2,2,0,2,2,0,1,75.35,2887,0
72,1,0,1,1,47,1,2,1,0,2,0,0,2,0,0,0,2,87.2,2487,0
187,1,0,0,0,20,1,0,0,2,0,2,0,0,2,0,0,1,64.4,517,0
814,1,0,1,1,34,1,0,1,0,0,0,0,2,0,0,0,2,78.3,1621,1
641,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,853,0
2230,1,0,0,1,54,1,0,1,2,2,0,2,2,2,1,1,2,105.85,3463,0
747,1,1,1,0,61,1,2,1,0,2,2,2,2,0,1,1,3,98.3,3582,0
2938,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,76.95,1407,1
1349,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,3,19.45,1723,0
2806,0,1,0,0,16,1,2,1,0,0,0,0,2,2,0,1,2,96.15,688,1
147,0,0,1,1,3,1,0,0,0,2,0,0,2,0,0,1,1,58.7,845,0
1017,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,3224,0
37,1,0,0,0,30,1,2,0,2,0,0,0,0,2,0,1,3,64.5,1072,0
334,0,0,1,0,21,0,1,0,2,0,0,0,0,0,0,0,2,28.5,3674,0
2802,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.3,2757,1
1074,0,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,0,19.4,1823,1
3272,1,1,1,0,23,1,0,1,0,0,0,0,2,2,0,1,2,90.45,1285,0
4717,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,2890,0
2820,0,0,1,1,24,1,2,1,0,2,2,0,0,0,1,0,0,83.15,1226,0
3692,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,4695,1
1382,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.05,2752,1
3405,0,0,1,0,56,1,2,1,0,0,2,2,2,2,2,0,0,103.2,3423,0
3825,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,2,75.8,4174,1
3843,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,1091,0
970,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,1,2,79.3,3168,1
4633,0,1,1,0,55,1,0,1,0,0,2,2,2,0,2,0,1,88.8,2927,0
1996,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,1,2,30.9,3491,1
1075,0,0,1,1,72,1,2,0,2,0,2,2,2,2,2,1,1,85.9,3605,0
358,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,755,0
2792,0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,3,20.15,64,0
2066,0,1,0,0,46,1,0,1,0,2,0,0,2,2,1,0,1,95.25,2713,1
4997,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,1,3,50.3,4596,0
2357,0,0,1,0,2,1,0,1,2,0,0,2,0,0,0,1,2,80.15,1134,0
3329,0,0,1,0,12,1,0,0,0,2,0,0,0,0,0,1,2,51.25,3607,0
3428,0,1,1,0,68,1,2,1,0,2,0,0,0,2,0,1,0,89.6,3612,1
3150,1,0,1,1,69,1,0,1,0,0,0,2,2,2,2,1,1,95.2,3839,0
488,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,3178,0
622,0,1,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.25,1929,0
1259,1,0,1,0,64,1,2,0,0,2,2,2,2,0,2,1,0,76.1,2934,0
1166,1,0,1,0,59,1,2,1,2,2,2,0,2,2,1,1,2,110.15,3746,1
4277,1,0,1,1,62,1,2,1,2,2,2,2,2,2,2,0,0,115.55,4059,0
4418,1,0,1,1,63,1,2,2,1,1,1,1,1,1,2,0,1,24.65,739,0
2269,0,0,0,0,53,0,1,0,2,2,2,2,2,0,1,1,2,53.6,1818,0
624,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,19.45,4499,0
4855,1,1,1,0,49,1,2,1,2,2,2,0,0,0,0,1,2,88.2,2567,0
3624,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,3826,0
2542,0,0,1,0,55,1,0,0,2,2,0,2,0,0,2,0,3,56.8,1980,0
3529,0,1,1,0,71,1,0,1,2,2,2,2,2,0,2,1,2,99.4,4063,0
2398,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,1,1,20.1,420,0
2351,1,0,1,1,36,0,1,0,2,0,2,2,2,2,1,0,1,60.7,1374,0
1693,1,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.95,3032,0
1158,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,114.85,4428,0
4785,0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,3895,0
3157,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,1,3,62.8,3645,0
2168,0,0,1,0,72,1,2,1,2,0,2,0,2,2,2,1,2,105.5,4188,0
4380,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,3,19.85,251,0
4593,1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,3881,1
4523,0,0,0,0,1,1,0,0,0,0,2,2,2,2,1,0,1,74.1,4129,0
4427,0,0,1,1,30,1,2,1,0,2,2,2,2,2,0,1,2,107.5,2073,0
1262,1,0,0,0,64,1,0,2,1,1,1,1,1,1,2,0,3,19.55,319,0
4987,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,0,68.8,2534,0
1525,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,0,1,84.45,3490,0
4034,1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,0,2,75.0,3696,1
4236,0,0,0,0,62,1,2,0,0,2,2,2,2,2,2,0,0,84.5,3147,0
1477,1,0,1,1,67,1,2,1,0,2,2,2,2,2,2,1,0,111.2,4181,0
2510,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,2,44.75,1727,1
3152,0,0,1,1,70,1,2,0,2,0,0,2,2,2,2,1,0,80.6,3274,0
3388,0,1,0,0,20,1,0,1,0,0,0,0,2,0,0,0,0,80.7,776,0
3124,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,0,2,75.6,2490,0
3028,0,0,1,1,24,0,1,0,2,2,2,0,2,2,1,0,2,57.6,473,0
2252,0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,44.05,2941,1
637,1,0,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.6,4315,0
4901,0,0,1,1,66,1,0,0,2,2,0,2,0,0,2,1,1,58.2,2382,0
1594,0,0,1,1,45,1,0,0,2,0,2,2,2,2,2,1,3,81.0,2238,0
22,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.7,513,0
4289,1,1,1,0,15,1,2,1,0,0,0,0,0,2,0,1,0,85.6,447,1
2470,0,0,0,0,28,1,0,0,0,0,2,0,2,0,0,1,0,59.55,808,0
82,0,0,0,0,70,1,2,1,2,2,2,2,2,2,1,0,1,115.55,4374,1
897,0,0,0,0,36,1,0,0,2,2,2,2,0,2,1,1,3,75.55,1710,0
1655,1,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,86.6,368,1
3957,0,0,0,0,18,1,2,1,0,0,0,0,2,0,0,1,2,85.2,716,1
3217,0,0,1,0,34,1,2,1,0,0,0,0,2,2,0,1,2,97.65,2044,1
1951,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,1236,0
803,1,0,0,0,48,1,2,0,2,0,0,2,0,2,1,1,0,70.95,2288,0
3314,1,0,1,0,47,1,2,1,0,2,2,2,2,2,0,1,2,109.55,3121,1
4928,0,0,1,1,39,1,2,1,0,2,2,2,0,0,1,1,2,89.55,2201,1
2580,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1216,0
4899,1,0,0,0,7,1,0,2,1,1,1,1,1,1,0,1,3,19.95,624,0
4654,0,0,0,0,3,1,2,2,1,1,1,1,1,1,0,0,3,24.6,4500,0
915,1,0,0,0,8,1,0,0,2,0,2,0,0,2,0,1,2,66.7,3439,0
829,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,1091,1
4503,1,0,1,1,32,1,0,1,2,2,2,0,0,2,1,0,3,94.8,1993,0
1552,1,0,1,1,60,1,0,0,2,2,2,2,0,0,1,1,0,65.85,2437,0
50,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,1054,0
2250,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,0,24.65,875,0
19,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,4207,1
3631,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.25,3933,1
3358,0,0,1,1,43,0,1,0,2,2,0,2,2,0,1,1,0,51.25,1302,0
2376,1,0,1,0,59,1,2,1,0,0,2,0,2,2,1,1,0,99.5,3528,1
3253,0,0,1,0,23,1,0,0,0,0,2,2,0,0,0,0,2,54.25,296,0
1939,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.4,643,0
331,1,0,1,0,22,1,0,0,2,0,0,2,0,0,1,1,1,56.25,381,0
3791,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.15,1567,0
2304,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,880,0
52,1,0,0,0,50,0,1,0,2,0,0,2,0,0,1,1,3,35.4,923,0
852,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.2,1568,1
2311,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,3,45.0,4665,1
1847,0,0,1,0,15,1,0,1,0,2,0,0,0,0,0,0,0,75.35,161,0
3158,1,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,0,20.4,3592,0
930,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,1182,1
1901,1,0,1,0,66,1,2,1,0,2,2,0,2,2,0,1,1,105.0,4053,1
679,0,0,1,1,0,0,1,0,2,2,2,2,2,0,2,0,1,56.05,0,0
4651,1,0,0,1,3,1,0,0,0,0,0,0,2,0,0,1,1,54.7,858,1
964,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.0,534,0
3885,1,0,1,1,64,1,0,0,2,0,2,0,2,2,1,1,1,73.05,2866,0
269,0,0,1,0,28,1,0,2,1,1,1,1,1,1,0,0,3,20.5,3363,0
1117,0,0,1,0,57,1,2,1,0,0,2,0,2,2,1,1,1,100.75,3540,0
1389,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,339,1
2762,1,0,0,0,19,1,0,2,1,1,1,1,1,1,2,1,3,19.95,2344,0
582,1,0,1,0,10,1,0,1,0,0,0,0,2,0,0,1,2,79.95,4495,1
1265,0,0,1,0,51,0,1,0,0,2,0,0,2,2,0,1,2,49.65,1615,0
2023,0,0,1,0,67,1,2,0,2,2,2,0,0,0,2,0,3,65.65,2656,0
3657,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,1577,0
3903,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,2801,0
3567,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,2,20.35,466,0
4721,0,0,0,0,18,1,2,1,0,0,0,2,2,0,0,1,2,88.35,801,1
2834,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,2,19.5,957,0
80,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,1,75.2,3701,0
3600,1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,3207,0
4652,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,4115,0
4011,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,4540,1
1880,0,1,0,0,13,1,2,1,0,0,0,0,2,2,0,1,2,95.05,378,1
1602,1,0,0,0,4,1,2,1,0,2,0,0,0,0,0,0,2,78.45,2103,1
1237,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.2,1467,1
1509,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,92.0,3756,0
525,0,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,1,85.5,2711,0
3901,1,0,1,0,59,0,1,0,0,2,0,0,0,2,0,1,0,41.05,1530,1
3652,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,4378,1
2096,1,1,1,0,61,1,2,1,0,2,0,0,0,0,0,1,2,82.15,3001,0
3153,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,2744,0
2765,0,0,0,0,33,1,2,0,2,2,0,0,0,0,0,1,3,60.9,1227,0
3826,0,0,0,0,27,1,0,2,1,1,1,1,1,1,2,1,0,20.25,3232,0
3296,0,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.2,4292,1
4900,1,0,0,0,23,1,0,1,0,2,0,0,2,2,0,0,3,95.3,1334,0
2116,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,1099,0
4531,1,0,1,1,45,1,0,0,2,2,2,2,2,2,2,1,3,84.35,2398,0
880,0,0,1,1,39,1,0,2,1,1,1,1,1,1,2,1,0,19.85,4487,0
1554,1,0,0,0,5,1,0,0,0,0,2,0,2,2,1,1,3,70.0,2197,1
1501,1,0,1,1,72,1,2,0,2,2,2,2,2,0,2,0,0,82.3,3456,0
816,0,0,1,1,58,1,2,0,0,2,0,0,2,0,0,1,0,66.8,2461,0
278,0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,1945,0
554,1,0,1,1,61,1,0,1,0,2,0,2,2,2,1,1,0,98.45,3624,0
1835,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,70.7,377,0
2238,0,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,3,24.95,223,0
1637,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,49.95,2993,1
2334,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,718,1
4730,0,0,0,0,48,1,0,1,2,0,2,2,2,2,2,1,1,102.5,3000,0
4067,1,0,0,0,64,1,2,0,0,2,2,2,2,2,2,0,1,86.55,3365,0
3883,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,806,0
4574,0,0,1,1,12,1,0,0,0,0,2,0,2,0,0,1,1,58.35,4142,0
4332,0,1,1,0,34,1,2,1,0,2,2,0,0,2,0,1,2,94.25,2054,1
4056,0,0,1,1,72,1,0,0,2,2,2,0,0,2,2,0,1,68.75,2976,0
4946,1,0,1,0,29,1,2,1,0,2,2,0,0,0,0,1,2,85.8,1522,0
929,1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,1,20.1,3647,0
1250,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.35,1186,0
1106,0,0,1,1,62,1,2,1,0,2,2,2,2,2,1,1,2,110.8,3912,0
235,1,0,1,0,41,1,2,0,0,0,2,0,2,2,1,1,2,73.0,1900,1
4780,0,0,0,0,64,1,2,1,0,0,2,0,2,2,1,1,1,100.05,3665,1
4382,0,0,0,0,4,1,0,1,0,0,2,0,0,2,0,1,1,82.85,2034,0
1748,0,0,0,0,24,1,2,1,2,0,0,2,0,0,0,1,2,84.35,1131,0
1535,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.55,1863,0
3783,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,3445,0
2733,0,1,0,0,4,1,0,1,0,2,2,0,2,2,0,1,1,99.8,2710,1
3145,0,0,0,1,18,0,1,0,0,0,0,0,0,2,0,1,2,35.0,3318,1
1151,1,0,0,0,8,1,0,0,0,0,0,0,2,2,0,1,2,66.25,3271,0
942,0,0,0,0,35,1,2,2,1,1,1,1,1,1,2,0,0,23.3,4318,0
3498,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,2,76.0,4206,1
4678,1,0,0,1,66,1,2,2,1,1,1,1,1,1,2,1,1,25.3,837,0
436,1,0,0,1,8,0,1,0,2,0,0,2,0,2,2,1,3,44.55,2179,0
2861,0,0,1,0,71,1,2,1,2,0,2,0,2,2,1,1,1,104.1,4147,0
3022,0,0,1,1,43,1,2,1,0,0,2,0,0,2,0,1,0,92.55,2497,0
3542,0,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,93.85,865,1
1312,1,1,0,0,29,1,0,1,0,2,2,0,2,2,0,1,0,101.45,1864,0
3974,0,0,1,0,15,1,0,1,0,0,2,0,2,0,0,1,2,84.3,400,1
875,1,0,1,1,65,1,2,1,2,2,2,2,0,0,2,0,1,94.55,3587,0
2672,1,0,0,0,35,1,2,1,0,0,2,2,2,0,0,0,2,95.5,2172,0
2633,1,0,0,0,64,1,0,1,2,2,0,0,2,2,1,1,1,100.3,3815,0
2430,0,0,1,1,58,0,1,0,0,0,2,2,2,2,2,1,1,55.5,2016,0
2850,0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,4510,0
4683,1,0,1,1,67,1,2,1,0,2,0,0,0,2,0,1,0,89.55,3719,0
1714,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,237,0
4422,0,0,1,0,60,1,2,1,0,2,0,0,2,2,0,1,2,99.8,3541,0
2703,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,1,84.4,4102,1
1915,0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,113.05,4280,0
342,1,0,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,101.1,658,1
3802,0,0,0,1,48,1,0,2,1,1,1,1,1,1,1,0,3,19.95,4618,0
3570,1,0,1,0,12,1,0,0,0,0,2,2,2,2,0,1,2,74.15,4146,0
4406,1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,3799,0
3467,1,1,0,0,44,1,0,1,0,0,2,0,0,0,0,0,2,73.85,1986,0
3923,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,2,50.45,3056,1
2301,1,0,1,1,45,1,2,2,1,1,1,1,1,1,2,0,3,24.45,127,0
3274,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,3627,0
3381,0,0,1,0,43,1,2,0,0,0,0,2,2,0,1,1,0,64.85,1838,0
4546,1,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,20.75,4126,0
3239,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,3512,0
765,1,0,0,0,12,1,2,1,0,0,0,2,2,2,0,1,3,99.95,186,1
4550,0,1,1,0,65,1,2,1,2,2,2,0,2,2,0,1,1,109.4,4075,0
4792,0,0,0,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.4,1126,1
806,1,0,0,0,27,1,2,0,0,0,0,0,0,0,0,0,3,49.0,380,0
2904,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,1219,0
250,0,1,0,0,5,1,0,1,0,0,2,0,0,0,0,1,1,75.55,2211,1
3880,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,693,0
1198,0,1,1,0,58,1,2,1,0,2,0,0,2,2,1,1,0,97.8,3269,0
1604,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,3173,0
3559,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,704,0
2783,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,2769,0
1584,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,1224,0
4267,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,3053,0
1438,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,80.8,2112,1
1444,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,2889,0
3422,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,88,0
839,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,678,0
3463,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,267,0
93,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,1616,0
2975,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,1882,0
4368,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,3783,0
784,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,2388,0
1701,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,100.0,699,1
3202,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,2818,0
3989,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.55,1190,1
1498,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,3519,0
1439,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,85.3,2611,1
3142,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,1375,0
4924,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,3833,0
2366,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.4,1784,1
2112,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,3280,0
898,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,4136,0
4143,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,3400,0
4513,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,932,0
4751,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,3416,0
2724,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,98.8,2202,1
3509,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,727,0
4893,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,1712,0
4659,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,74.4,4555,1
3571,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1493,1
4763,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,2730,0
3058,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,3978,0
2529,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,2275,0
2761,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,106.0,3784,1
4938,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,104.7,2667,1
3164,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,1399,0
4478,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,402,0
4643,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,2908,0
4661,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,313,0
368,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,2252,0
1112,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,4074,0
4913,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,1259,1
2624,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,55.05,28,1
2515,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,3499,0
4371,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,3112,0
3286,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,370,0
4049,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,2895,0
4323,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,1093,0
1605,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,947,1
3228,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,4313,0
1292,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,19.75,602,1
2206,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,3050,0
1574,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,3599,0
1532,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,2489,0
264,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,75.65,203,1
831,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,3590,0
3554,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,632,0
2501,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1509,0
2883,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,1671,0
238,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,2893,0
853,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,325,0
